Regiao,Estado,Cidade,Latitude,Longitude,Ano,Mes,Nome_Mes,Temp_Media_Mensal,Temp_Max_Media_Mensal,Temp_Min_Media_Mensal,Maior_Temp_Max,Menor_Temp_Min,Precipitacao_Total,Dias_Quentes,Dias_Muito_Quentes,Dias_Frios,Dias_Chuva_Forte,Dias_Extremos,Amplitude_Media
Norte,AP,Macapa,0.03,-51.06,2018,12,Dez,25.838709677419356,28.62258064516129,23.864516129032257,30.7,23.3,370.4,5,0,0,3,3,4.758064516129032
Norte,AP,Macapa,0.03,-51.06,2019,1,Jan,26.16774193548387,29.15806451612903,24.051612903225806,30.6,23.0,321.6,7,0,0,4,4,5.106451612903226
Norte,AP,Macapa,0.03,-51.06,2019,2,Fev,26.085714285714285,28.585714285714285,24.214285714285715,31.0,23.6,428.0,4,0,0,7,7,4.371428571428572
Norte,AP,Macapa,0.03,-51.06,2019,3,Mar,26.212903225806453,28.74516129032258,24.225806451612904,30.6,23.5,309.0,3,0,0,5,5,4.519354838709678
Norte,AP,Macapa,0.03,-51.06,2019,4,Abr,26.279999999999998,28.68,24.459999999999997,30.7,23.7,458.6,1,0,0,7,7,4.22
Norte,AP,Macapa,0.03,-51.06,2019,5,Mai,26.77741935483871,29.41290322580645,24.606451612903225,31.2,24.2,392.7,7,0,0,5,5,4.806451612903226
Norte,AP,Macapa,0.03,-51.06,2019,6,Jun,27.133333333333333,30.366666666666667,24.55,31.6,23.9,192.9,23,0,0,2,2,5.816666666666666
Norte,AP,Macapa,0.03,-51.06,2019,7,Jul,27.164516129032258,30.596774193548388,24.325806451612905,32.0,23.6,155.2,23,0,0,1,1,6.270967741935484
Norte,AP,Macapa,0.03,-51.06,2019,8,Ago,27.893548387096775,31.561290322580643,24.98709677419355,32.4,24.3,69.9,30,0,0,0,0,6.574193548387097
Norte,AP,Macapa,0.03,-51.06,2019,9,Set,28.663333333333334,32.45,25.436666666666667,33.2,24.9,12.9,30,0,0,0,0,7.013333333333334
Norte,AP,Macapa,0.03,-51.06,2019,10,Out,28.835483870967742,32.58064516129032,25.374193548387098,33.3,24.5,16.3,31,0,0,0,0,7.2064516129032254
Norte,AP,Macapa,0.03,-51.06,2019,11,Nov,28.44333333333333,32.06333333333333,25.086666666666666,33.3,24.4,39.7,28,0,0,0,0,6.9766666666666675
Norte,AP,Macapa,0.03,-51.06,2019,12,Dez,27.45483870967742,30.703225806451613,24.783870967741933,32.4,24.0,196.5,27,0,0,1,1,5.919354838709677
Norte,AP,Macapa,0.03,-51.06,2020,1,Jan,26.361290322580647,29.238709677419354,24.274193548387096,31.2,23.3,323.4,6,0,0,2,2,4.964516129032258
Norte,AP,Macapa,0.03,-51.06,2020,2,Fev,26.344827586206897,29.162068965517243,24.26551724137931,31.2,23.3,264.0,9,0,0,3,3,4.896551724137931
Norte,AP,Macapa,0.03,-51.06,2020,3,Mar,26.583870967741937,29.43548387096774,24.470967741935485,31.6,23.6,224.9,11,0,0,2,2,4.964516129032258
Norte,AP,Macapa,0.03,-51.06,2020,4,Abr,26.56,29.446666666666665,24.563333333333333,31.1,23.5,553.0,12,0,0,10,10,4.883333333333334
Norte,AP,Macapa,0.03,-51.06,2020,5,Mai,27.103225806451615,30.006451612903227,24.9,31.8,24.1,316.6,16,0,0,4,4,5.106451612903226
Norte,AP,Macapa,0.03,-51.06,2020,6,Jun,27.009999999999998,30.240000000000002,24.706666666666667,31.4,23.9,330.8,21,0,0,1,1,5.533333333333333
Norte,AP,Macapa,0.03,-51.06,2020,7,Jul,27.51290322580645,30.93548387096774,24.72258064516129,32.2,23.7,91.8,27,0,0,0,0,6.212903225806452
Norte,AP,Macapa,0.03,-51.06,2020,8,Ago,28.306451612903224,31.916129032258063,25.358064516129033,33.3,24.2,66.8,30,0,0,0,0,6.558064516129032
Norte,AP,Macapa,0.03,-51.06,2020,9,Set,28.533333333333335,32.38666666666667,25.23,33.2,24.1,22.4,30,0,0,0,0,7.156666666666667
Norte,AP,Macapa,0.03,-51.06,2020,10,Out,28.980645161290322,32.94838709677419,25.29032258064516,33.6,24.5,8.1,31,0,0,0,0,7.658064516129032
Norte,AP,Macapa,0.03,-51.06,2020,11,Nov,27.57,30.763333333333332,24.85,33.5,24.0,195.3,24,0,0,1,1,5.913333333333333
Norte,AP,Macapa,0.03,-51.06,2020,12,Dez,27.48709677419355,30.887096774193548,24.6,32.0,24.0,126.4,27,0,0,0,0,6.287096774193548
Norte,AP,Macapa,0.03,-51.06,2021,1,Jan,26.43548387096774,29.338709677419356,24.161290322580644,31.2,23.3,285.0,12,0,0,2,2,5.17741935483871
Norte,AP,Macapa,0.03,-51.06,2021,2,Fev,25.982142857142858,28.714285714285715,24.071428571428573,31.6,23.3,372.2,4,0,0,5,5,4.642857142857143
Norte,AP,Macapa,0.03,-51.06,2021,3,Mar,25.932258064516127,28.616129032258065,23.86774193548387,30.6,23.0,351.9,5,0,0,3,3,4.748387096774193
Norte,AP,Macapa,0.03,-51.06,2021,4,Abr,26.44,29.226666666666667,24.4,31.6,23.7,422.9,7,0,0,5,5,4.826666666666667
Norte,AP,Macapa,0.03,-51.06,2021,5,Mai,26.687096774193545,29.703225806451613,24.42258064516129,31.6,23.6,334.5,14,0,0,5,5,5.280645161290322
Norte,AP,Macapa,0.03,-51.06,2021,6,Jun,27.103333333333335,30.21333333333333,24.433333333333334,32.0,23.7,197.0,21,0,0,1,1,5.78
Norte,AP,Macapa,0.03,-51.06,2021,7,Jul,27.177419354838708,30.725806451612904,24.55483870967742,31.8,23.7,239.0,25,0,0,1,1,6.170967741935484
Norte,AP,Macapa,0.03,-51.06,2021,8,Ago,27.938709677419357,31.57741935483871,25.03548387096774,33.0,23.8,140.7,29,0,0,0,0,6.541935483870967
Norte,AP,Macapa,0.03,-51.06,2021,9,Set,28.413333333333334,31.986666666666668,25.33,33.3,24.7,50.199999999999996,29,0,0,0,0,6.656666666666666
Norte,AP,Macapa,0.03,-51.06,2021,10,Out,28.948387096774194,32.66129032258065,25.60967741935484,33.6,24.8,23.0,31,0,0,0,0,7.051612903225807
Norte,AP,Macapa,0.03,-51.06,2021,11,Nov,27.903333333333332,31.23,24.916666666666668,32.9,24.2,112.5,27,0,0,0,0,6.3133333333333335
Norte,AP,Macapa,0.03,-51.06,2021,12,Dez,27.070967741935487,30.12258064516129,24.706451612903226,32.1,23.5,238.0,22,0,0,2,2,5.416129032258064
Norte,AP,Macapa,0.03,-51.06,2022,1,Jan,25.88064516129032,28.761290322580646,23.92258064516129,31.9,23.3,598.7,6,0,0,7,7,4.838709677419355
Norte,AP,Macapa,0.03,-51.06,2022,2,Fev,26.567857142857143,29.707142857142856,24.29642857142857,31.4,23.7,289.6,12,0,0,2,2,5.410714285714286
Norte,AP,Macapa,0.03,-51.06,2022,3,Mar,25.835483870967742,28.312903225806455,24.016129032258064,30.6,23.3,700.0,3,0,0,10,10,4.296774193548386
Norte,AP,Macapa,0.03,-51.06,2022,4,Abr,26.23,28.95,24.236666666666668,31.0,23.4,597.5,8,0,0,9,9,4.713333333333333
Norte,AP,Macapa,0.03,-51.06,2022,5,Mai,26.24516129032258,28.929032258064513,24.23225806451613,31.0,23.6,542.5,9,0,0,8,8,4.6967741935483875
Norte,AP,Macapa,0.03,-51.06,2022,6,Jun,26.836666666666666,30.316666666666666,23.990000000000002,31.7,23.2,177.6,20,0,0,0,0,6.326666666666666
Norte,AP,Macapa,0.03,-51.06,2022,7,Jul,26.9,30.358064516129033,24.296774193548387,31.7,23.5,156.7,24,0,0,0,0,6.061290322580645
Norte,AP,Macapa,0.03,-51.06,2022,8,Ago,27.780645161290323,31.570967741935487,24.806451612903224,33.1,24.1,70.5,31,0,0,0,0,6.764516129032257
Norte,AP,Macapa,0.03,-51.06,2022,9,Set,28.57,32.61333333333333,25.183333333333334,33.7,24.1,33.4,30,0,0,0,0,7.430000000000001
Norte,AP,Macapa,0.03,-51.06,2022,10,Out,28.74516129032258,32.674193548387095,25.364516129032257,33.4,24.6,18.7,31,0,0,0,0,7.3096774193548395
Norte,AP,Macapa,0.03,-51.06,2022,11,Nov,27.58,30.95,24.563333333333333,32.5,23.6,212.0,24,0,0,2,2,6.386666666666667
Norte,AP,Macapa,0.03,-51.06,2022,12,Dez,26.538709677419355,29.725806451612904,23.95483870967742,31.4,23.3,185.9,14,0,0,0,0,5.770967741935484
Norte,AP,Macapa,0.03,-51.06,2023,1,Jan,25.919354838709676,28.783870967741933,23.716129032258067,31.1,22.9,238.79999999999998,7,0,0,2,2,5.067741935483871
Norte,AP,Macapa,0.03,-51.06,2023,2,Fev,25.79642857142857,28.560714285714287,23.892857142857142,30.4,23.3,321.8,3,0,0,0,0,4.667857142857143
Norte,AP,Macapa,0.03,-51.06,2023,3,Mar,26.04516129032258,28.861290322580647,24.08709677419355,30.5,23.2,282.8,3,0,0,3,3,4.774193548387097
Norte,AP,Macapa,0.03,-51.06,2023,4,Abr,26.726666666666667,29.78666666666667,24.376666666666665,31.5,23.4,229.4,15,0,0,1,1,5.41
Norte,AP,Macapa,0.03,-51.06,2023,5,Mai,27.13225806451613,30.116129032258065,24.983870967741936,31.8,23.9,361.3,17,0,0,2,2,5.1322580645161295
Norte,AP,Macapa,0.03,-51.06,2023,6,Jun,27.416666666666668,30.80666666666667,24.82,32.4,23.9,173.1,26,0,0,1,1,5.986666666666666
Norte,AP,Macapa,0.03,-51.06,2023,7,Jul,27.654838709677417,31.08709677419355,24.94516129032258,32.1,23.8,90.9,29,0,0,0,0,6.141935483870967
Norte,AP,Macapa,0.03,-51.06,2023,8,Ago,28.44193548387097,32.012903225806454,25.438709677419357,33.2,24.5,46.9,31,0,0,0,0,6.574193548387097
Norte,AP,Macapa,0.03,-51.06,2023,9,Set,29.029999999999998,33.00666666666667,25.7,33.8,25.1,18.6,30,0,0,0,0,7.306666666666667
Norte,AP,Macapa,0.03,-51.06,2023,10,Out,29.296774193548387,33.31290322580645,25.774193548387096,34.3,24.6,17.1,31,0,0,0,0,7.538709677419355
Norte,AP,Macapa,0.03,-51.06,2023,11,Nov,29.03666666666667,32.85333333333333,25.790000000000003,34.1,24.9,30.1,30,0,0,0,0,7.0633333333333335
Norte,AP,Macapa,0.03,-51.06,2023,12,Dez,28.138709677419353,31.32903225806452,25.387096774193548,32.8,24.6,119.89999999999999,26,0,0,0,0,5.941935483870967
Norte,AP,Macapa,0.03,-51.06,2024,1,Jan,26.861290322580647,29.858064516129033,24.693548387096776,31.8,23.7,276.8,20,0,0,2,2,5.164516129032258
Norte,AP,Macapa,0.03,-51.06,2024,2,Fev,27.024137931034485,29.79310344827586,24.855172413793102,32.0,24.0,378.6,17,0,0,5,5,4.93793103448276
Norte,AP,Macapa,0.03,-51.06,2024,3,Mar,26.983870967741936,29.59032258064516,25.193548387096776,32.3,24.6,519.0,15,0,0,10,10,4.396774193548388
Norte,AP,Macapa,0.03,-51.06,2024,4,Abr,27.176666666666666,29.87,25.153333333333332,31.6,24.0,473.2,18,0,0,8,8,4.716666666666667
Norte,AP,Macapa,0.03,-51.06,2024,5,Mai,27.396774193548385,30.393548387096775,25.312903225806455,31.9,24.8,454.1,23,0,0,6,6,5.080645161290323
Norte,AP,Macapa,0.03,-51.06,2024,6,Jun,27.46333333333333,30.726666666666667,25.029999999999998,32.2,24.0,240.9,24,0,0,3,3,5.696666666666666
Norte,AP,Macapa,0.03,-51.06,2024,7,Jul,27.75483870967742,31.23225806451613,24.990322580645163,32.6,24.2,89.6,31,0,0,0,0,6.241935483870968
Norte,AP,Macapa,0.03,-51.06,2024,8,Ago,28.387096774193548,32.15161290322581,25.39032258064516,33.6,24.4,34.8,31,0,0,0,0,6.761290322580645
Norte,AP,Macapa,0.03,-51.06,2024,9,Set,29.003333333333334,32.81666666666667,25.81,33.6,25.2,7.2,30,0,0,0,0,7.006666666666667
Norte,AP,Macapa,0.03,-51.06,2024,10,Out,28.996774193548386,32.906451612903226,25.570967741935487,33.6,24.4,8.3,31,0,0,0,0,7.335483870967742
Norte,AP,Macapa,0.03,-51.06,2024,11,Nov,28.986666666666668,32.88,25.5,33.6,24.9,13.5,30,0,0,0,0,7.38
Norte,AP,Macapa,0.03,-51.06,2024,12,Dez,27.345161290322583,30.603225806451615,24.703225806451613,32.5,24.0,185.3,24,0,0,2,2,5.9
Norte,AP,Macapa,0.03,-51.06,2025,1,Jan,26.219354838709677,29.151612903225807,24.22258064516129,31.3,23.3,327.2,10,0,0,3,3,4.929032258064517
Norte,AP,Macapa,0.03,-51.06,2025,2,Fev,25.960714285714285,28.521428571428572,24.11785714285714,30.7,23.4,448.6,3,0,0,7,7,4.403571428571429
Norte,AP,Macapa,0.03,-51.06,2025,3,Mar,26.016129032258064,28.52258064516129,24.206451612903226,30.8,23.3,743.0,4,0,0,10,10,4.316129032258064
Norte,AP,Macapa,0.03,-51.06,2025,4,Abr,26.473333333333336,29.029999999999998,24.513333333333332,31.5,23.5,492.90000000000003,8,0,0,7,7,4.516666666666667
Norte,AP,Macapa,0.03,-51.06,2025,5,Mai,26.90967741935484,29.87741935483871,24.70967741935484,31.7,24.0,313.40000000000003,14,0,0,4,4,5.16774193548387
Norte,AP,Macapa,0.03,-51.06,2025,6,Jun,26.973333333333336,30.033333333333335,24.626666666666665,31.3,24.0,206.9,14,0,0,0,0,5.406666666666666
Norte,AP,Macapa,0.03,-51.06,2025,7,Jul,27.116129032258065,30.483870967741936,24.432258064516127,31.5,23.7,227.9,25,0,0,1,1,6.051612903225807
Norte,AP,Macapa,0.03,-51.06,2025,8,Ago,27.716129032258067,31.26451612903226,24.83225806451613,32.3,23.7,120.8,30,0,0,2,2,6.432258064516129
Norte,AP,Macapa,0.03,-51.06,2025,9,Set,28.35666666666667,32.00333333333334,25.223333333333336,32.9,24.5,23.6,30,0,0,0,0,6.78
Norte,AP,Macapa,0.03,-51.06,2025,10,Out,28.55483870967742,32.3,25.225806451612904,33.0,24.6,20.9,31,0,0,0,0,7.074193548387096
Norte,AP,Macapa,0.03,-51.06,2025,11,Nov,28.470000000000002,32.11333333333333,25.223333333333336,33.2,24.4,26.3,29,0,0,0,0,6.890000000000001
Norte,AP,Macapa,0.03,-51.06,2025,12,Dez,27.509677419354837,30.596774193548388,24.783870967741933,32.8,23.6,155.20000000000002,24,0,0,2,2,5.812903225806452
Norte,PA,Belem,-1.27,-48.5,2011,1,Jan,26.258064516129032,29.36774193548387,24.083870967741937,31.6,23.1,336.8,11,0,0,4,4,5.283870967741936
Norte,PA,Belem,-1.27,-48.5,2011,2,Fev,26.175,29.11785714285714,24.135714285714283,31.1,23.4,290.1,8,0,0,3,3,4.982142857142857
Norte,PA,Belem,-1.27,-48.5,2011,3,Mar,26.322580645161292,29.322580645161292,24.270967741935483,31.0,23.7,411.5,9,0,0,4,4,5.051612903225807
Norte,PA,Belem,-1.27,-48.5,2011,4,Abr,26.323333333333334,29.23,24.266666666666666,30.8,23.5,459.8,9,0,0,6,6,4.963333333333334
Norte,PA,Belem,-1.27,-48.5,2011,5,Mai,27.02258064516129,30.309677419354838,24.716129032258067,32.2,24.1,288.9,21,0,0,2,2,5.5935483870967735
Norte,PA,Belem,-1.27,-48.5,2011,6,Jun,27.240000000000002,30.87,24.403333333333332,32.3,23.5,82.0,26,0,0,0,0,6.466666666666667
Norte,PA,Belem,-1.27,-48.5,2011,7,Jul,27.151612903225807,31.08709677419355,24.135483870967743,32.9,23.2,62.0,29,0,0,0,0,6.951612903225806
Norte,PA,Belem,-1.27,-48.5,2011,8,Ago,27.73225806451613,32.193548387096776,24.361290322580647,33.7,23.4,41.3,31,0,0,0,0,7.832258064516129
Norte,PA,Belem,-1.27,-48.5,2011,9,Set,28.23,32.766666666666666,24.733333333333334,34.4,23.7,24.0,30,0,0,0,0,8.033333333333333
Norte,PA,Belem,-1.27,-48.5,2011,10,Out,28.393548387096775,32.49032258064516,24.951612903225808,34.3,23.2,49.6,30,0,0,1,1,7.538709677419354
Norte,PA,Belem,-1.27,-48.5,2011,11,Nov,28.446666666666665,32.36666666666667,25.103333333333335,34.1,24.2,35.3,30,0,0,0,0,7.2633333333333345
Norte,PA,Belem,-1.27,-48.5,2011,12,Dez,28.580645161290324,32.57096774193548,25.216129032258067,34.2,24.1,18.7,31,0,0,0,0,7.354838709677419
Norte,PA,Belem,-1.27,-48.5,2012,1,Jan,27.309677419354838,30.812903225806455,24.683870967741935,33.0,22.1,137.2,25,0,0,0,0,6.129032258064516
Norte,PA,Belem,-1.27,-48.5,2012,2,Fev,26.555172413793105,29.896551724137932,24.13103448275862,32.5,21.8,239.9,13,0,0,1,1,5.76551724137931
Norte,PA,Belem,-1.27,-48.5,2012,3,Mar,26.419354838709676,29.79032258064516,24.258064516129032,31.9,23.7,430.7,13,0,0,4,4,5.532258064516129
Norte,PA,Belem,-1.27,-48.5,2012,4,Abr,27.11,30.526666666666664,24.77,31.8,24.0,233.79999999999998,22,0,0,0,0,5.756666666666666
Norte,PA,Belem,-1.27,-48.5,2012,5,Mai,27.325806451612905,31.093548387096774,24.47741935483871,32.3,23.5,133.2,30,0,0,0,0,6.616129032258065
Norte,PA,Belem,-1.27,-48.5,2012,6,Jun,27.03666666666667,30.720000000000002,23.973333333333336,31.7,23.1,104.9,26,0,0,0,0,6.746666666666667
Norte,PA,Belem,-1.27,-48.5,2012,7,Jul,26.98709677419355,30.887096774193548,24.0258064516129,32.9,23.3,91.3,29,0,0,0,0,6.861290322580646
Norte,PA,Belem,-1.27,-48.5,2012,8,Ago,27.470967741935485,31.616129032258065,24.23225806451613,33.0,23.4,25.7,31,0,0,0,0,7.383870967741935
Norte,PA,Belem,-1.27,-48.5,2012,9,Set,27.89333333333333,32.10666666666667,24.253333333333334,33.7,23.5,6.6,30,0,0,0,0,7.853333333333334
Norte,PA,Belem,-1.27,-48.5,2012,10,Out,28.174193548387095,32.377419354838715,24.567741935483873,33.4,23.6,17.0,31,0,0,0,0,7.809677419354839
Norte,PA,Belem,-1.27,-48.5,2012,11,Nov,28.383333333333333,32.37,24.826666666666664,33.8,23.9,15.700000000000001,29,0,0,0,0,7.543333333333334
Norte,PA,Belem,-1.27,-48.5,2012,12,Dez,27.74516129032258,31.383870967741935,24.635483870967743,32.9,23.7,100.2,29,0,0,0,0,6.748387096774194
Norte,PA,Belem,-1.27,-48.5,2013,1,Jan,27.048387096774192,30.30322580645161,24.46451612903226,32.2,23.9,191.29999999999998,22,0,0,3,3,5.838709677419356
Norte,PA,Belem,-1.27,-48.5,2013,2,Fev,26.857142857142858,30.285714285714285,24.37857142857143,31.8,23.3,217.5,17,0,0,1,1,5.9071428571428575
Norte,PA,Belem,-1.27,-48.5,2013,3,Mar,27.01290322580645,30.261290322580646,24.57741935483871,32.5,23.1,302.1,19,0,0,2,2,5.683870967741935
Norte,PA,Belem,-1.27,-48.5,2013,4,Abr,26.813333333333333,30.053333333333335,24.453333333333333,32.5,24.0,328.5,16,0,0,4,4,5.6
Norte,PA,Belem,-1.27,-48.5,2013,5,Mai,27.003225806451614,30.506451612903227,24.470967741935485,32.0,23.4,242.9,21,0,0,3,3,6.0354838709677425
Norte,PA,Belem,-1.27,-48.5,2013,6,Jun,27.326666666666664,31.053333333333335,24.303333333333335,32.6,23.8,88.6,27,0,0,0,0,6.75
Norte,PA,Belem,-1.27,-48.5,2013,7,Jul,26.616129032258065,30.432258064516127,23.700000000000003,31.9,22.6,150.6,22,0,0,1,1,6.732258064516128
Norte,PA,Belem,-1.27,-48.5,2013,8,Ago,27.34193548387097,31.52258064516129,24.16774193548387,32.5,23.0,71.2,31,0,0,0,0,7.354838709677419
Norte,PA,Belem,-1.27,-48.5,2013,9,Set,27.759999999999998,31.81,24.426666666666666,33.0,23.4,34.9,30,0,0,0,0,7.383333333333334
Norte,PA,Belem,-1.27,-48.5,2013,10,Out,28.154838709677417,32.20322580645161,24.61935483870968,33.9,23.7,25.4,31,0,0,0,0,7.583870967741936
Norte,PA,Belem,-1.27,-48.5,2013,11,Nov,27.90666666666667,31.67,24.743333333333332,33.1,23.8,72.3,27,0,0,1,1,6.926666666666667
Norte,PA,Belem,-1.27,-48.5,2013,12,Dez,27.97741935483871,31.725806451612904,24.74516129032258,33.8,24.0,56.300000000000004,30,0,0,0,0,6.9806451612903215
Norte,PA,Belem,-1.27,-48.5,2014,1,Jan,26.82903225806452,30.448387096774194,24.138709677419353,33.0,23.3,214.0,22,0,0,2,2,6.309677419354839
Norte,PA,Belem,-1.27,-48.5,2014,2,Fev,26.235714285714288,29.49642857142857,24.07857142857143,31.2,23.6,374.3,10,0,0,5,5,5.417857142857143
Norte,PA,Belem,-1.27,-48.5,2014,3,Mar,26.4,29.48709677419355,24.238709677419354,31.2,23.5,357.40000000000003,10,0,0,4,4,5.248387096774193
Norte,PA,Belem,-1.27,-48.5,2014,4,Abr,26.61,29.896666666666665,24.303333333333335,31.8,23.4,633.1999999999999,14,0,0,5,5,5.593333333333334
Norte,PA,Belem,-1.27,-48.5,2014,5,Mai,26.693548387096776,29.929032258064513,24.335483870967742,31.8,23.6,291.9,16,0,0,2,2,5.5935483870967735
Norte,PA,Belem,-1.27,-48.5,2014,6,Jun,27.17,31.07,24.333333333333332,32.6,23.8,165.6,28,0,0,1,1,6.736666666666667
Norte,PA,Belem,-1.27,-48.5,2014,7,Jul,27.041935483870965,31.032258064516128,23.883870967741935,32.0,23.2,104.4,30,0,0,0,0,7.148387096774194
Norte,PA,Belem,-1.27,-48.5,2014,8,Ago,27.429032258064513,31.36774193548387,24.129032258064516,33.1,23.4,42.6,30,0,0,0,0,7.238709677419356
Norte,PA,Belem,-1.27,-48.5,2014,9,Set,27.6,31.636666666666667,24.14,32.8,22.8,27.2,30,0,0,0,0,7.496666666666667
Norte,PA,Belem,-1.27,-48.5,2014,10,Out,28.093548387096774,32.093548387096774,24.674193548387095,33.8,23.6,15.9,31,0,0,0,0,7.419354838709677
Norte,PA,Belem,-1.27,-48.5,2014,11,Nov,28.30666666666667,32.336666666666666,24.790000000000003,33.5,23.4,14.5,30,0,0,0,0,7.546666666666666
Norte,PA,Belem,-1.27,-48.5,2014,12,Dez,27.996774193548386,31.758064516129032,24.77741935483871,33.1,24.1,48.8,31,0,0,0,0,6.980645161290322
Norte,PA,Belem,-1.27,-48.5,2015,1,Jan,27.20967741935484,30.796774193548387,24.403225806451612,32.0,23.2,109.8,29,0,0,0,0,6.393548387096774
Norte,PA,Belem,-1.27,-48.5,2015,2,Fev,26.767857142857142,30.314285714285713,24.34642857142857,32.1,23.0,254.4,19,0,0,3,3,5.9678571428571425
Norte,PA,Belem,-1.27,-48.5,2015,3,Mar,26.396774193548385,29.606451612903225,24.287096774193547,32.0,23.6,416.0,13,0,0,6,6,5.319354838709677
Norte,PA,Belem,-1.27,-48.5,2015,4,Abr,26.586666666666666,29.740000000000002,24.366666666666667,31.5,23.9,462.4,15,0,0,7,7,5.373333333333333
Norte,PA,Belem,-1.27,-48.5,2015,5,Mai,27.23548387096774,30.89032258064516,24.419354838709676,32.2,23.5,188.9,23,0,0,1,1,6.4709677419354845
Norte,PA,Belem,-1.27,-48.5,2015,6,Jun,27.32,31.18,24.28666666666667,32.3,23.5,102.6,28,0,0,0,0,6.8933333333333335
Norte,PA,Belem,-1.27,-48.5,2015,7,Jul,27.42258064516129,31.238709677419354,24.26774193548387,32.5,23.5,62.3,29,0,0,0,0,6.970967741935484
Norte,PA,Belem,-1.27,-48.5,2015,8,Ago,28.04516129032258,32.1258064516129,24.541935483870965,34.1,23.6,6.300000000000001,31,0,0,0,0,7.583870967741936
Norte,PA,Belem,-1.27,-48.5,2015,9,Set,28.366666666666667,32.47,24.6,33.7,24.1,5.8,30,0,0,0,0,7.87
Norte,PA,Belem,-1.27,-48.5,2015,10,Out,28.77741935483871,32.83548387096774,25.041935483870965,34.1,23.9,4.4,31,0,0,0,0,7.7935483870967746
Norte,PA,Belem,-1.27,-48.5,2015,11,Nov,28.753333333333334,32.75666666666667,25.09333333333333,34.2,24.5,6.2,30,0,0,0,0,7.663333333333333
Norte,PA,Belem,-1.27,-48.5,2015,12,Dez,28.451612903225808,32.02258064516129,25.361290322580647,34.4,24.3,43.4,31,0,0,0,0,6.661290322580645
Norte,PA,Belem,-1.27,-48.5,2016,1,Jan,27.625806451612902,30.574193548387097,25.351612903225806,32.6,24.0,174.1,24,0,0,3,3,5.22258064516129
Norte,PA,Belem,-1.27,-48.5,2016,2,Fev,27.13448275862069,30.448275862068964,24.86551724137931,32.4,23.9,193.6,19,0,0,0,0,5.582758620689655
Norte,PA,Belem,-1.27,-48.5,2016,3,Mar,27.12258064516129,30.14516129032258,25.09032258064516,31.6,24.1,427.9,21,0,0,4,4,5.05483870967742
Norte,PA,Belem,-1.27,-48.5,2016,4,Abr,27.533333333333335,30.796666666666667,25.113333333333333,33.3,24.3,277.2,21,0,0,1,1,5.683333333333334
Norte,PA,Belem,-1.27,-48.5,2016,5,Mai,27.98709677419355,31.700000000000003,25.061290322580643,32.6,24.4,145.7,30,0,0,0,0,6.638709677419355
Norte,PA,Belem,-1.27,-48.5,2016,6,Jun,27.603333333333335,31.756666666666668,24.276666666666664,32.9,23.2,75.3,30,0,0,0,0,7.48
Norte,PA,Belem,-1.27,-48.5,2016,7,Jul,27.616129032258065,31.825806451612905,24.312903225806455,33.1,23.4,48.6,31,0,0,0,0,7.512903225806451
Norte,PA,Belem,-1.27,-48.5,2016,8,Ago,28.048387096774192,32.24193548387097,24.580645161290324,33.6,23.8,25.3,31,0,0,0,0,7.661290322580645
Norte,PA,Belem,-1.27,-48.5,2016,9,Set,28.09,31.990000000000002,24.87,33.1,24.0,22.3,30,0,0,0,0,7.12
Norte,PA,Belem,-1.27,-48.5,2016,10,Out,28.406451612903226,32.41612903225806,25.106451612903225,34.0,24.1,30.099999999999998,31,0,0,0,0,7.309677419354839
Norte,PA,Belem,-1.27,-48.5,2016,11,Nov,28.633333333333333,32.61,25.383333333333333,33.8,24.2,18.3,30,0,0,0,0,7.2266666666666675
Norte,PA,Belem,-1.27,-48.5,2016,12,Dez,27.596774193548388,31.029032258064515,24.896774193548385,32.6,23.5,215.1,25,0,0,2,2,6.1322580645161295
Norte,PA,Belem,-1.27,-48.5,2017,1,Jan,26.538709677419355,29.758064516129032,24.31935483870968,31.9,23.5,355.5,15,0,0,3,3,5.438709677419355
Norte,PA,Belem,-1.27,-48.5,2017,2,Fev,26.425,29.582142857142856,24.342857142857145,31.7,23.6,407.6,11,0,0,4,4,5.239285714285714
Norte,PA,Belem,-1.27,-48.5,2017,3,Mar,26.225806451612904,29.20967741935484,24.200000000000003,31.0,23.6,467.2,9,0,0,8,8,5.009677419354838
Norte,PA,Belem,-1.27,-48.5,2017,4,Abr,26.82,30.33,24.523333333333333,31.5,24.0,375.7,20,0,0,2,2,5.806666666666667
Norte,PA,Belem,-1.27,-48.5,2017,5,Mai,27.493548387096773,31.30322580645161,24.66774193548387,32.7,23.9,180.5,29,0,0,0,0,6.635483870967741
Norte,PA,Belem,-1.27,-48.5,2017,6,Jun,27.66,31.52333333333333,24.686666666666667,32.8,23.3,74.2,28,0,0,0,0,6.836666666666665
Norte,PA,Belem,-1.27,-48.5,2017,7,Jul,27.741935483870968,31.980645161290322,24.238709677419354,33.4,23.3,70.9,29,0,0,1,1,7.741935483870968
Norte,PA,Belem,-1.27,-48.5,2017,8,Ago,28.074193548387097,32.306451612903224,24.62258064516129,33.5,24.1,15.0,31,0,0,0,0,7.683870967741936
Norte,PA,Belem,-1.27,-48.5,2017,9,Set,28.266666666666666,32.53,24.9,33.7,24.4,25.6,30,0,0,0,0,7.630000000000001
Norte,PA,Belem,-1.27,-48.5,2017,10,Out,28.038709677419355,31.932258064516127,24.92258064516129,33.8,24.3,32.8,31,0,0,0,0,7.009677419354839
